pid,title,summary,dates,repository,collection
"umd:80570
","John William Stewart Family Papers, Series I, Folder 13: Family Correspondence, To John W. Stewart -- From Alexander Stewart, 1857-1860, 1862, 1864, 1869","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1857-1869,Historical Manuscripts,John William Stewart Family papers
"umd:80571
","John William Stewart Family Papers, Series I, Folder 14: Family Correspondence, To John W. Stewart -- From Florence Stewart, 1887","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1887,Historical Manuscripts,John William Stewart Family papers
"umd:80572
","John William Stewart Family Papers, Series I, Folder 15: Family Correspondence, To John W. Stewart -- From Rosa Stewart, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1878,Historical Manuscripts,John William Stewart Family papers
"umd:80573
","John William Stewart Family Papers, Series I, Folder 16: Family Correspondence, To John W. Stewart -- From Rose Stewart, 1861, 1865, 1867, 1869, 1875, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1861-1878,Historical Manuscripts,John William Stewart Family papers
"umd:80574
","John William Stewart Family Papers, Series I, Folder 17: Family Correspondence, To John W. Stewart -- From William Witherow, 1863","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1863,Historical Manuscripts,John William Stewart Family papers
"umd:80575
","John William Stewart Family Papers, Series I, Folder 18: Family Correspondence, To John W. Stewart children -- From Rosa B. Stewart, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1878,Historical Manuscripts,John William Stewart Family papers
"umd:80576
","John William Stewart Family Papers, Series I, Folder 19: Family Correspondence, To Rosa Stewart -- From Augusta, 1883","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1883,Historical Manuscripts,John William Stewart Family papers
"umd:80577
","John William Stewart Family Papers, Series I, Folder 20: Family Correspondence, To Rosa Stewart -- From Florence, 1884","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1884,Historical Manuscripts,John William Stewart Family papers
"umd:80578
","John William Stewart Family Papers, Series I, Folder 21: Family Correspondence, To Rosa Stewart -- From R(ose) J. Annan, 1894","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1894,Historical Manuscripts,John William Stewart Family papers
"umd:80579
","John William Stewart Family Papers, Series I, Folder 22: Family Correspondence, To Rosa Stewart -- From N(ancy) J. Harper, 1885","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1885,Historical Manuscripts,John William Stewart Family papers
"umd:80580
","John William Stewart Family Papers, Series II, Folder 1: Business Correspondence, To John W. Stewart -- From Mrs. Irwin, undated","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900,Historical Manuscripts,John William Stewart Family papers
"umd:80581
","John William Stewart Family Papers, Series II, Folder 2: Business Correspondence, To John W. Stewart -- From R. A. Irwin, 1906","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1906,Historical Manuscripts,John William Stewart Family papers
"umd:80582
","John William Stewart Family Papers, Series II, Folder 3: Business Correspondence, To John W. Stewart -- From J. H. Lester, 1885","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1885,Historical Manuscripts,John William Stewart Family papers
"umd:80583
","John William Stewart Family Papers, Series II, Folder 3: Business Correspondence, To John W. Stewart -- From John Strohm, 1900","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1801-1900;1900,Historical Manuscripts,John William Stewart Family papers
"umd:82154
","Tintype of Mamie Humrichouse, circa 1890-1895","Tintype of Mamie Humrichouse as a young woman, wearing a hat, circa 1890-1895. Born 1874, died 1957. Back of photograph reads ""Pope's Original Pearltype Picture, from his Celebrated Premium Galleries of Photography. No. 91 W. Baltimore Street. First class pictures taken in stormy weather. Children's pictures beautifully executed. Pope's cabinet pearltype, one dollar. With frame complete, $2.00. These are beautiful parlor ornaments. Porcelain and photographs, all styles, at low prices. Large photographs copied from old ambrotypes."" From the Humrichouse Family photograph album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",1801-1900;1890-1895,Historical Manuscripts,Byron Family papers
"umd:82304
","Letter by Charles Benedict Calvert to J. C. Nicholson, Riversdale, Maryland, September 29, 1858","A letter from Charles Benedict Calvert to J. C. Nicholson, a Baltimore businessman, detailing his visions for a new institution, the Maryland Agricultural College, which would ""teach everything that is taught in the best Universities."" The letter also encourages Nicholson's son to attend the new institution. Sent from Riversdale, Maryland, September 29, 1858.",1801-1900;1858-09-29,University Archives,Maryland Manuscripts collection
"umd:82311
","Unidentified male, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified male member of the Humrichouse family, sitting in a chair, circa 1860-1885. Photograph was taken by Israel & Co. Photographers, 125 Baltimore Street, Baltimore, Maryland. Back of photo contains a 3 cent Internal Revenue stamp. From the Humrichouse Family photograph album, found in between blank pages in the front of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",1801-1900;1860-1885,Historical Manuscripts,Byron Family papers
